location,day,cases,cases_new,growth,date
USSanMateoCA,39,0,0,1.0,2020-03-01
USSanMateoCA,40,1,1,1.0,2020-03-02
USSanMateoCA,41,2,1,2.0,2020-03-03
USSanMateoCA,42,2,0,1.0,2020-03-04
USSanMateoCA,43,2,0,1.0,2020-03-05
USSanMateoCA,44,2,0,1.0,2020-03-06
USSanMateoCA,45,2,0,1.0,2020-03-07
USSanMateoCA,46,2,0,1.0,2020-03-08
USSanMateoCA,47,2,0,1.0,2020-03-09
USSanMateoCA,48,0,-2,0.0,2020-03-10
USSanMateoCA,49,0,0,1.0,2020-03-11
USSanMateoCA,50,0,0,1.0,2020-03-12
USSanMateoCA,51,0,0,1.0,2020-03-13
USSanMateoCA,52,0,0,1.0,2020-03-14
USSanMateoCA,53,0,0,1.0,2020-03-15
USSanMateoCA,54,0,0,1.0,2020-03-16
USSanMateoCA,55,0,0,1.0,2020-03-17
USSanMateoCA,56,0,0,1.0,2020-03-18
USSanMateoCA,57,0,0,1.0,2020-03-19
USSanMateoCA,58,0,0,1.0,2020-03-20
USSanMateoCA,59,0,0,1.0,2020-03-21
USSantaClaraCountyCA,0,0,0,1.0,2020-01-22
USSantaClaraCountyCA,1,0,0,1.0,2020-01-23
USSantaClaraCountyCA,2,0,0,1.0,2020-01-24
USSantaClaraCountyCA,3,0,0,1.0,2020-01-25
USSantaClaraCountyCA,4,0,0,1.0,2020-01-26
USSantaClaraCountyCA,5,0,0,1.0,2020-01-27
USSantaClaraCountyCA,6,0,0,1.0,2020-01-28
USSantaClaraCountyCA,7,0,0,1.0,2020-01-29
USSantaClaraCountyCA,8,0,0,1.0,2020-01-30
USSantaClaraCountyCA,9,1,1,1.0,2020-01-31
USSantaClaraCountyCA,10,1,0,1.0,2020-02-01
USSantaClaraCountyCA,11,1,0,1.0,2020-02-02
USSantaClaraCountyCA,12,2,1,2.0,2020-02-03
USSantaClaraCountyCA,13,2,0,1.0,2020-02-04
USSantaClaraCountyCA,14,2,0,1.0,2020-02-05
USSantaClaraCountyCA,15,2,0,1.0,2020-02-06
USSantaClaraCountyCA,16,2,0,1.0,2020-02-07
USSantaClaraCountyCA,17,2,0,1.0,2020-02-08
USSantaClaraCountyCA,18,2,0,1.0,2020-02-09
USSantaClaraCountyCA,19,2,0,1.0,2020-02-10
USSantaClaraCountyCA,20,2,0,1.0,2020-02-11
USSantaClaraCountyCA,21,2,0,1.0,2020-02-12
USSantaClaraCountyCA,22,2,0,1.0,2020-02-13
USSantaClaraCountyCA,23,2,0,1.0,2020-02-14
USSantaClaraCountyCA,24,2,0,1.0,2020-02-15
USSantaClaraCountyCA,25,2,0,1.0,2020-02-16
USSantaClaraCountyCA,26,2,0,1.0,2020-02-17
USSantaClaraCountyCA,27,2,0,1.0,2020-02-18
USSantaClaraCountyCA,28,2,0,1.0,2020-02-19
USSantaClaraCountyCA,29,2,0,1.0,2020-02-20
USSantaClaraCountyCA,30,2,0,1.0,2020-02-21
USSantaClaraCountyCA,31,2,0,1.0,2020-02-22
USSantaClaraCountyCA,32,2,0,1.0,2020-02-23
USSantaClaraCountyCA,33,2,0,1.0,2020-02-24
USSantaClaraCountyCA,34,2,0,1.0,2020-02-25
USSantaClaraCountyCA,35,2,0,1.0,2020-02-26
USSantaClaraCountyCA,36,2,0,1.0,2020-02-27
USSantaClaraCountyCA,37,2,0,1.0,2020-02-28
USSantaClaraCountyCA,38,3,1,1.5,2020-02-29
USSantaClaraCountyCA,39,3,0,1.0,2020-03-01
USSantaClaraCountyCA,40,9,6,3.0,2020-03-02
USSantaClaraCountyCA,41,11,2,1.222,2020-03-03
USSantaClaraCountyCA,42,11,0,1.0,2020-03-04
USSantaClaraCountyCA,43,20,9,1.818,2020-03-05
USSantaClaraCountyCA,44,20,0,1.0,2020-03-06
USSantaClaraCountyCA,45,32,12,1.6,2020-03-07
USSantaClaraCountyCA,46,38,6,1.187,2020-03-08
USSantaClaraCountyCA,47,38,0,1.0,2020-03-09
USSantaClaraCountyCA,48,0,-38,0.0,2020-03-10
USSantaClaraCountyCA,49,0,0,1.0,2020-03-11
USSantaClaraCountyCA,50,0,0,1.0,2020-03-12
USSantaClaraCountyCA,51,0,0,1.0,2020-03-13
USSantaClaraCountyCA,52,0,0,1.0,2020-03-14
USSantaClaraCountyCA,53,0,0,1.0,2020-03-15
USSantaClaraCountyCA,54,0,0,1.0,2020-03-16
USSantaClaraCountyCA,55,0,0,1.0,2020-03-17
USSantaClaraCountyCA,56,0,0,1.0,2020-03-18
USSantaClaraCountyCA,57,0,0,1.0,2020-03-19
USSantaClaraCountyCA,58,0,0,1.0,2020-03-20
USSantaClaraCountyCA,59,0,0,1.0,2020-03-21
USSantaCruzCA,0,0,0,1.0,2020-01-22
USSantaCruzCA,1,0,0,1.0,2020-01-23
USSantaCruzCA,2,0,0,1.0,2020-01-24
USSantaCruzCA,3,0,0,1.0,2020-01-25
USSantaCruzCA,4,0,0,1.0,2020-01-26
USSantaCruzCA,5,0,0,1.0,2020-01-27
USSantaCruzCA,6,0,0,1.0,2020-01-28
USSantaCruzCA,7,0,0,1.0,2020-01-29
USSantaCruzCA,8,0,0,1.0,2020-01-30
USSantaCruzCA,9,0,0,1.0,2020-01-31
USSantaCruzCA,10,0,0,1.0,2020-02-01
USSantaCruzCA,11,0,0,1.0,2020-02-02
USSantaCruzCA,12,0,0,1.0,2020-02-03
USSantaCruzCA,13,0,0,1.0,2020-02-04
USSantaCruzCA,14,0,0,1.0,2020-02-05
USSantaCruzCA,15,0,0,1.0,2020-02-06
USSantaCruzCA,16,0,0,1.0,2020-02-07
USSantaCruzCA,17,0,0,1.0,2020-02-08
USSantaCruzCA,18,0,0,1.0,2020-02-09
USSantaCruzCA,19,0,0,1.0,2020-02-10
USSantaCruzCA,20,0,0,1.0,2020-02-11
USSantaCruzCA,21,0,0,1.0,2020-02-12
USSantaCruzCA,22,0,0,1.0,2020-02-13
USSantaCruzCA,23,0,0,1.0,2020-02-14
USSantaCruzCA,24,0,0,1.0,2020-02-15
USSantaCruzCA,25,0,0,1.0,2020-02-16
USSantaCruzCA,26,0,0,1.0,2020-02-17
USSantaCruzCA,27,0,0,1.0,2020-02-18
USSantaCruzCA,28,0,0,1.0,2020-02-19
USSantaCruzCA,29,0,0,1.0,2020-02-20
USSantaCruzCA,30,0,0,1.0,2020-02-21
USSantaCruzCA,31,0,0,1.0,2020-02-22
USSantaCruzCA,32,0,0,1.0,2020-02-23
USSantaCruzCA,33,0,0,1.0,2020-02-24
USSantaCruzCA,34,0,0,1.0,2020-02-25
USSantaCruzCA,35,0,0,1.0,2020-02-26
USSantaCruzCA,36,0,0,1.0,2020-02-27
USSantaCruzCA,37,0,0,1.0,2020-02-28
USSantaCruzCA,38,0,0,1.0,2020-02-29
USSantaCruzCA,39,0,0,1.0,2020-03-01
USSantaCruzCA,40,0,0,1.0,2020-03-02
USSantaCruzCA,41,0,0,1.0,2020-03-03
USSantaCruzCA,42,0,0,1.0,2020-03-04
USSantaCruzCA,43,0,0,1.0,2020-03-05
USSantaCruzCA,44,0,0,1.0,2020-03-06
USSantaCruzCA,45,0,0,1.0,2020-03-07
USSantaCruzCA,46,0,0,1.0,2020-03-08
USSantaCruzCA,47,0,0,1.0,2020-03-09
USSantaCruzCA,48,0,0,1.0,2020-03-10
USSantaCruzCA,49,0,0,1.0,2020-03-11
USSantaCruzCA,50,0,0,1.0,2020-03-12
USSantaCruzCA,51,0,0,1.0,2020-03-13
USSantaCruzCA,52,0,0,1.0,2020-03-14
USSantaCruzCA,53,0,0,1.0,2020-03-15
USSantaCruzCA,54,0,0,1.0,2020-03-16
USSantaCruzCA,55,0,0,1.0,2020-03-17
USSantaCruzCA,56,0,0,1.0,2020-03-18
USSantaCruzCA,57,0,0,1.0,2020-03-19
USSantaCruzCA,58,0,0,1.0,2020-03-20
USSantaCruzCA,59,0,0,1.0,2020-03-21
USSantaRosaCountyFL,0,0,0,1.0,2020-01-22
USSantaRosaCountyFL,1,0,0,1.0,2020-01-23
USSantaRosaCountyFL,2,0,0,1.0,2020-01-24
USSantaRosaCountyFL,3,0,0,1.0,2020-01-25
USSantaRosaCountyFL,4,0,0,1.0,2020-01-26
USSantaRosaCountyFL,5,0,0,1.0,2020-01-27
USSantaRosaCountyFL,6,0,0,1.0,2020-01-28
USSantaRosaCountyFL,7,0,0,1.0,2020-01-29
USSantaRosaCountyFL,8,0,0,1.0,2020-01-30
USSantaRosaCountyFL,9,0,0,1.0,2020-01-31
USSantaRosaCountyFL,10,0,0,1.0,2020-02-01
USSantaRosaCountyFL,11,0,0,1.0,2020-02-02
USSantaRosaCountyFL,12,0,0,1.0,2020-02-03
USSantaRosaCountyFL,13,0,0,1.0,2020-02-04
USSantaRosaCountyFL,14,0,0,1.0,2020-02-05
USSantaRosaCountyFL,15,0,0,1.0,2020-02-06
USSantaRosaCountyFL,16,0,0,1.0,2020-02-07
USSantaRosaCountyFL,17,0,0,1.0,2020-02-08
USSantaRosaCountyFL,18,0,0,1.0,2020-02-09
USSantaRosaCountyFL,19,0,0,1.0,2020-02-10
USSantaRosaCountyFL,20,0,0,1.0,2020-02-11
USSantaRosaCountyFL,21,0,0,1.0,2020-02-12
USSantaRosaCountyFL,22,0,0,1.0,2020-02-13
USSantaRosaCountyFL,23,0,0,1.0,2020-02-14
USSantaRosaCountyFL,24,0,0,1.0,2020-02-15
USSantaRosaCountyFL,25,0,0,1.0,2020-02-16
USSantaRosaCountyFL,26,0,0,1.0,2020-02-17
USSantaRosaCountyFL,27,0,0,1.0,2020-02-18
USSantaRosaCountyFL,28,0,0,1.0,2020-02-19
USSantaRosaCountyFL,29,0,0,1.0,2020-02-20
USSantaRosaCountyFL,30,0,0,1.0,2020-02-21
USSantaRosaCountyFL,31,0,0,1.0,2020-02-22
USSantaRosaCountyFL,32,0,0,1.0,2020-02-23
USSantaRosaCountyFL,33,0,0,1.0,2020-02-24
USSantaRosaCountyFL,34,0,0,1.0,2020-02-25
USSantaRosaCountyFL,35,0,0,1.0,2020-02-26
USSantaRosaCountyFL,36,0,0,1.0,2020-02-27
USSantaRosaCountyFL,37,0,0,1.0,2020-02-28
USSantaRosaCountyFL,38,0,0,1.0,2020-02-29
USSantaRosaCountyFL,39,0,0,1.0,2020-03-01
USSantaRosaCountyFL,40,0,0,1.0,2020-03-02
USSantaRosaCountyFL,41,0,0,1.0,2020-03-03
USSantaRosaCountyFL,42,0,0,1.0,2020-03-04
USSantaRosaCountyFL,43,1,1,1.0,2020-03-05
USSantaRosaCountyFL,44,1,0,1.0,2020-03-06
USSantaRosaCountyFL,45,1,0,1.0,2020-03-07
USSantaRosaCountyFL,46,1,0,1.0,2020-03-08
USSantaRosaCountyFL,47,1,0,1.0,2020-03-09
USSantaRosaCountyFL,48,0,-1,0.0,2020-03-10
USSantaRosaCountyFL,49,0,0,1.0,2020-03-11
USSantaRosaCountyFL,50,0,0,1.0,2020-03-12
USSantaRosaCountyFL,51,0,0,1.0,2020-03-13
USSantaRosaCountyFL,52,0,0,1.0,2020-03-14
USSantaRosaCountyFL,53,0,0,1.0,2020-03-15
USSantaRosaCountyFL,54,0,0,1.0,2020-03-16
USSantaRosaCountyFL,55,0,0,1.0,2020-03-17
USSantaRosaCountyFL,56,0,0,1.0,2020-03-18
USSantaRosaCountyFL,57,0,0,1.0,2020-03-19
USSantaRosaCountyFL,58,0,0,1.0,2020-03-20
USSantaRosaCountyFL,59,0,0,1.0,2020-03-21
USSaratogaCountyNY,0,0,0,1.0,2020-01-22
USSaratogaCountyNY,1,0,0,1.0,2020-01-23
USSaratogaCountyNY,2,0,0,1.0,2020-01-24
USSaratogaCountyNY,3,0,0,1.0,2020-01-25
USSaratogaCountyNY,4,0,0,1.0,2020-01-26
USSaratogaCountyNY,5,0,0,1.0,2020-01-27
USSaratogaCountyNY,6,0,0,1.0,2020-01-28
USSaratogaCountyNY,7,0,0,1.0,2020-01-29
USSaratogaCountyNY,8,0,0,1.0,2020-01-30
USSaratogaCountyNY,9,0,0,1.0,2020-01-31
USSaratogaCountyNY,10,0,0,1.0,2020-02-01
USSaratogaCountyNY,11,0,0,1.0,2020-02-02
USSaratogaCountyNY,12,0,0,1.0,2020-02-03
USSaratogaCountyNY,13,0,0,1.0,2020-02-04
USSaratogaCountyNY,14,0,0,1.0,2020-02-05
USSaratogaCountyNY,15,0,0,1.0,2020-02-06
USSaratogaCountyNY,16,0,0,1.0,2020-02-07
USSaratogaCountyNY,17,0,0,1.0,2020-02-08
USSaratogaCountyNY,18,0,0,1.0,2020-02-09
USSaratogaCountyNY,19,0,0,1.0,2020-02-10
USSaratogaCountyNY,20,0,0,1.0,2020-02-11
USSaratogaCountyNY,21,0,0,1.0,2020-02-12
USSaratogaCountyNY,22,0,0,1.0,2020-02-13
USSaratogaCountyNY,23,0,0,1.0,2020-02-14
USSaratogaCountyNY,24,0,0,1.0,2020-02-15
USSaratogaCountyNY,25,0,0,1.0,2020-02-16
USSaratogaCountyNY,26,0,0,1.0,2020-02-17
USSaratogaCountyNY,27,0,0,1.0,2020-02-18
USSaratogaCountyNY,28,0,0,1.0,2020-02-19
USSaratogaCountyNY,29,0,0,1.0,2020-02-20
USSaratogaCountyNY,30,0,0,1.0,2020-02-21
USSaratogaCountyNY,31,0,0,1.0,2020-02-22
USSaratogaCountyNY,32,0,0,1.0,2020-02-23
USSaratogaCountyNY,33,0,0,1.0,2020-02-24
USSaratogaCountyNY,34,0,0,1.0,2020-02-25
USSaratogaCountyNY,35,0,0,1.0,2020-02-26
USSaratogaCountyNY,36,0,0,1.0,2020-02-27
USSaratogaCountyNY,37,0,0,1.0,2020-02-28
USSaratogaCountyNY,38,0,0,1.0,2020-02-29
USSaratogaCountyNY,39,0,0,1.0,2020-03-01
USSaratogaCountyNY,40,0,0,1.0,2020-03-02
USSaratogaCountyNY,41,0,0,1.0,2020-03-03
USSaratogaCountyNY,42,0,0,1.0,2020-03-04
USSaratogaCountyNY,43,0,0,1.0,2020-03-05
USSaratogaCountyNY,44,0,0,1.0,2020-03-06
USSaratogaCountyNY,45,2,2,1.0,2020-03-07
USSaratogaCountyNY,46,2,0,1.0,2020-03-08
USSaratogaCountyNY,47,2,0,1.0,2020-03-09
USSaratogaCountyNY,48,0,-2,0.0,2020-03-10
USSaratogaCountyNY,49,0,0,1.0,2020-03-11
USSaratogaCountyNY,50,0,0,1.0,2020-03-12
USSaratogaCountyNY,51,0,0,1.0,2020-03-13
USSaratogaCountyNY,52,0,0,1.0,2020-03-14
USSaratogaCountyNY,53,0,0,1.0,2020-03-15
USSaratogaCountyNY,54,0,0,1.0,2020-03-16
USSaratogaCountyNY,55,0,0,1.0,2020-03-17
USSaratogaCountyNY,56,0,0,1.0,2020-03-18
USSaratogaCountyNY,57,0,0,1.0,2020-03-19
USSaratogaCountyNY,58,0,0,1.0,2020-03-20
USSaratogaCountyNY,59,0,0,1.0,2020-03-21
USShastaCountyCA,0,0,0,1.0,2020-01-22
USShastaCountyCA,1,0,0,1.0,2020-01-23
USShastaCountyCA,2,0,0,1.0,2020-01-24
USShastaCountyCA,3,0,0,1.0,2020-01-25
USShastaCountyCA,4,0,0,1.0,2020-01-26
USShastaCountyCA,5,0,0,1.0,2020-01-27
USShastaCountyCA,6,0,0,1.0,2020-01-28
USShastaCountyCA,7,0,0,1.0,2020-01-29
USShastaCountyCA,8,0,0,1.0,2020-01-30
USShastaCountyCA,9,0,0,1.0,2020-01-31
USShastaCountyCA,10,0,0,1.0,2020-02-01
USShastaCountyCA,11,0,0,1.0,2020-02-02
USShastaCountyCA,12,0,0,1.0,2020-02-03
USShastaCountyCA,13,0,0,1.0,2020-02-04
USShastaCountyCA,14,0,0,1.0,2020-02-05
USShastaCountyCA,15,0,0,1.0,2020-02-06
USShastaCountyCA,16,0,0,1.0,2020-02-07
USShastaCountyCA,17,0,0,1.0,2020-02-08
USShastaCountyCA,18,0,0,1.0,2020-02-09
USShastaCountyCA,19,0,0,1.0,2020-02-10
USShastaCountyCA,20,0,0,1.0,2020-02-11
USShastaCountyCA,21,0,0,1.0,2020-02-12
USShastaCountyCA,22,0,0,1.0,2020-02-13
USShastaCountyCA,23,0,0,1.0,2020-02-14
USShastaCountyCA,24,0,0,1.0,2020-02-15
USShastaCountyCA,25,0,0,1.0,2020-02-16
USShastaCountyCA,26,0,0,1.0,2020-02-17
USShastaCountyCA,27,0,0,1.0,2020-02-18
USShastaCountyCA,28,0,0,1.0,2020-02-19
USShastaCountyCA,29,0,0,1.0,2020-02-20
USShastaCountyCA,30,0,0,1.0,2020-02-21
USShastaCountyCA,31,0,0,1.0,2020-02-22
USShastaCountyCA,32,0,0,1.0,2020-02-23
USShastaCountyCA,33,0,0,1.0,2020-02-24
USShastaCountyCA,34,0,0,1.0,2020-02-25
USShastaCountyCA,35,0,0,1.0,2020-02-26
USShastaCountyCA,36,0,0,1.0,2020-02-27
USShastaCountyCA,37,0,0,1.0,2020-02-28
USShastaCountyCA,38,0,0,1.0,2020-02-29
USShastaCountyCA,39,0,0,1.0,2020-03-01
USShastaCountyCA,40,0,0,1.0,2020-03-02
USShastaCountyCA,41,0,0,1.0,2020-03-03
USShastaCountyCA,42,0,0,1.0,2020-03-04
USShastaCountyCA,43,0,0,1.0,2020-03-05
USShastaCountyCA,44,0,0,1.0,2020-03-06
USShastaCountyCA,45,0,0,1.0,2020-03-07
USShastaCountyCA,46,0,0,1.0,2020-03-08
USShastaCountyCA,47,1,1,1.0,2020-03-09
USShastaCountyCA,48,0,-1,0.0,2020-03-10
USShastaCountyCA,49,0,0,1.0,2020-03-11
USShastaCountyCA,50,0,0,1.0,2020-03-12
USShastaCountyCA,51,0,0,1.0,2020-03-13
USShastaCountyCA,52,0,0,1.0,2020-03-14
USShastaCountyCA,53,0,0,1.0,2020-03-15
USShastaCountyCA,54,0,0,1.0,2020-03-16
USShastaCountyCA,55,0,0,1.0,2020-03-17
USShastaCountyCA,56,0,0,1.0,2020-03-18
USShastaCountyCA,57,0,0,1.0,2020-03-19
USShastaCountyCA,58,0,0,1.0,2020-03-20
USShastaCountyCA,59,0,0,1.0,2020-03-21
USShelbyCountyTN,0,0,0,1.0,2020-01-22
USShelbyCountyTN,1,0,0,1.0,2020-01-23
USShelbyCountyTN,2,0,0,1.0,2020-01-24
USShelbyCountyTN,3,0,0,1.0,2020-01-25
USShelbyCountyTN,4,0,0,1.0,2020-01-26
USShelbyCountyTN,5,0,0,1.0,2020-01-27
USShelbyCountyTN,6,0,0,1.0,2020-01-28
USShelbyCountyTN,7,0,0,1.0,2020-01-29
USShelbyCountyTN,8,0,0,1.0,2020-01-30
USShelbyCountyTN,9,0,0,1.0,2020-01-31
USShelbyCountyTN,10,0,0,1.0,2020-02-01
USShelbyCountyTN,11,0,0,1.0,2020-02-02
USShelbyCountyTN,12,0,0,1.0,2020-02-03
USShelbyCountyTN,13,0,0,1.0,2020-02-04
USShelbyCountyTN,14,0,0,1.0,2020-02-05
USShelbyCountyTN,15,0,0,1.0,2020-02-06
USShelbyCountyTN,16,0,0,1.0,2020-02-07
USShelbyCountyTN,17,0,0,1.0,2020-02-08
USShelbyCountyTN,18,0,0,1.0,2020-02-09
USShelbyCountyTN,19,0,0,1.0,2020-02-10
USShelbyCountyTN,20,0,0,1.0,2020-02-11
USShelbyCountyTN,21,0,0,1.0,2020-02-12
USShelbyCountyTN,22,0,0,1.0,2020-02-13
USShelbyCountyTN,23,0,0,1.0,2020-02-14
USShelbyCountyTN,24,0,0,1.0,2020-02-15
USShelbyCountyTN,25,0,0,1.0,2020-02-16
USShelbyCountyTN,26,0,0,1.0,2020-02-17
USShelbyCountyTN,27,0,0,1.0,2020-02-18
USShelbyCountyTN,28,0,0,1.0,2020-02-19
USShelbyCountyTN,29,0,0,1.0,2020-02-20
USShelbyCountyTN,30,0,0,1.0,2020-02-21
USShelbyCountyTN,31,0,0,1.0,2020-02-22
USShelbyCountyTN,32,0,0,1.0,2020-02-23
USShelbyCountyTN,33,0,0,1.0,2020-02-24
USShelbyCountyTN,34,0,0,1.0,2020-02-25
USShelbyCountyTN,35,0,0,1.0,2020-02-26
USShelbyCountyTN,36,0,0,1.0,2020-02-27
USShelbyCountyTN,37,0,0,1.0,2020-02-28
USShelbyCountyTN,38,0,0,1.0,2020-02-29
USShelbyCountyTN,39,0,0,1.0,2020-03-01
USShelbyCountyTN,40,0,0,1.0,2020-03-02
USShelbyCountyTN,41,0,0,1.0,2020-03-03
USShelbyCountyTN,42,0,0,1.0,2020-03-04
USShelbyCountyTN,43,0,0,1.0,2020-03-05
USShelbyCountyTN,44,0,0,1.0,2020-03-06
USShelbyCountyTN,45,0,0,1.0,2020-03-07
USShelbyCountyTN,46,1,1,1.0,2020-03-08
USShelbyCountyTN,47,1,0,1.0,2020-03-09
USShelbyCountyTN,48,0,-1,0.0,2020-03-10
USShelbyCountyTN,49,0,0,1.0,2020-03-11
USShelbyCountyTN,50,0,0,1.0,2020-03-12
USShelbyCountyTN,51,0,0,1.0,2020-03-13
USShelbyCountyTN,52,0,0,1.0,2020-03-14
USShelbyCountyTN,53,0,0,1.0,2020-03-15
USShelbyCountyTN,54,0,0,1.0,2020-03-16
USShelbyCountyTN,55,0,0,1.0,2020-03-17
USShelbyCountyTN,56,0,0,1.0,2020-03-18
USShelbyCountyTN,57,0,0,1.0,2020-03-19
USShelbyCountyTN,58,0,0,1.0,2020-03-20
USShelbyCountyTN,59,0,0,1.0,2020-03-21
USSkagitWA,0,0,0,1.0,2020-01-22
USSkagitWA,1,0,0,1.0,2020-01-23
USSkagitWA,2,0,0,1.0,2020-01-24
USSkagitWA,3,0,0,1.0,2020-01-25
USSkagitWA,4,0,0,1.0,2020-01-26
USSkagitWA,5,0,0,1.0,2020-01-27
USSkagitWA,6,0,0,1.0,2020-01-28
USSkagitWA,7,0,0,1.0,2020-01-29
USSkagitWA,8,0,0,1.0,2020-01-30
USSkagitWA,9,0,0,1.0,2020-01-31
USSkagitWA,10,0,0,1.0,2020-02-01
USSkagitWA,11,0,0,1.0,2020-02-02
USSkagitWA,12,0,0,1.0,2020-02-03
USSkagitWA,13,0,0,1.0,2020-02-04
USSkagitWA,14,0,0,1.0,2020-02-05
USSkagitWA,15,0,0,1.0,2020-02-06
USSkagitWA,16,0,0,1.0,2020-02-07
USSkagitWA,17,0,0,1.0,2020-02-08
USSkagitWA,18,0,0,1.0,2020-02-09
USSkagitWA,19,0,0,1.0,2020-02-10
USSkagitWA,20,0,0,1.0,2020-02-11
USSkagitWA,21,0,0,1.0,2020-02-12
USSkagitWA,22,0,0,1.0,2020-02-13
USSkagitWA,23,0,0,1.0,2020-02-14
USSkagitWA,24,0,0,1.0,2020-02-15
USSkagitWA,25,0,0,1.0,2020-02-16
USSkagitWA,26,0,0,1.0,2020-02-17
USSkagitWA,27,0,0,1.0,2020-02-18
USSkagitWA,28,0,0,1.0,2020-02-19
USSkagitWA,29,0,0,1.0,2020-02-20
USSkagitWA,30,0,0,1.0,2020-02-21
USSkagitWA,31,0,0,1.0,2020-02-22
USSkagitWA,32,0,0,1.0,2020-02-23
USSkagitWA,33,0,0,1.0,2020-02-24
USSkagitWA,34,0,0,1.0,2020-02-25
USSkagitWA,35,0,0,1.0,2020-02-26
USSkagitWA,36,0,0,1.0,2020-02-27
USSkagitWA,37,0,0,1.0,2020-02-28
USSkagitWA,38,0,0,1.0,2020-02-29
USSkagitWA,39,0,0,1.0,2020-03-01
USSkagitWA,40,0,0,1.0,2020-03-02
USSkagitWA,41,0,0,1.0,2020-03-03
USSkagitWA,42,0,0,1.0,2020-03-04
USSkagitWA,43,0,0,1.0,2020-03-05
USSkagitWA,44,0,0,1.0,2020-03-06
USSkagitWA,45,0,0,1.0,2020-03-07
USSkagitWA,46,0,0,1.0,2020-03-08
USSkagitWA,47,0,0,1.0,2020-03-09
USSkagitWA,48,0,0,1.0,2020-03-10
USSkagitWA,49,0,0,1.0,2020-03-11
USSkagitWA,50,0,0,1.0,2020-03-12
USSkagitWA,51,0,0,1.0,2020-03-13
USSkagitWA,52,0,0,1.0,2020-03-14
USSkagitWA,53,0,0,1.0,2020-03-15
USSkagitWA,54,0,0,1.0,2020-03-16
USSkagitWA,55,0,0,1.0,2020-03-17
USSkagitWA,56,0,0,1.0,2020-03-18
USSkagitWA,57,0,0,1.0,2020-03-19
USSkagitWA,58,0,0,1.0,2020-03-20
USSkagitWA,59,0,0,1.0,2020-03-21
USSnohomishCountyWA,0,0,0,1.0,2020-01-22
USSnohomishCountyWA,1,0,0,1.0,2020-01-23
USSnohomishCountyWA,2,0,0,1.0,2020-01-24
USSnohomishCountyWA,3,0,0,1.0,2020-01-25
USSnohomishCountyWA,4,0,0,1.0,2020-01-26
USSnohomishCountyWA,5,0,0,1.0,2020-01-27
USSnohomishCountyWA,6,0,0,1.0,2020-01-28
USSnohomishCountyWA,7,0,0,1.0,2020-01-29
USSnohomishCountyWA,8,0,0,1.0,2020-01-30
USSnohomishCountyWA,9,0,0,1.0,2020-01-31
USSnohomishCountyWA,10,0,0,1.0,2020-02-01
USSnohomishCountyWA,11,0,0,1.0,2020-02-02
USSnohomishCountyWA,12,0,0,1.0,2020-02-03
USSnohomishCountyWA,13,0,0,1.0,2020-02-04
USSnohomishCountyWA,14,0,0,1.0,2020-02-05
USSnohomishCountyWA,15,0,0,1.0,2020-02-06
USSnohomishCountyWA,16,0,0,1.0,2020-02-07
USSnohomishCountyWA,17,0,0,1.0,2020-02-08
USSnohomishCountyWA,18,0,0,1.0,2020-02-09
USSnohomishCountyWA,19,0,0,1.0,2020-02-10
USSnohomishCountyWA,20,0,0,1.0,2020-02-11
USSnohomishCountyWA,21,0,0,1.0,2020-02-12
USSnohomishCountyWA,22,0,0,1.0,2020-02-13
USSnohomishCountyWA,23,0,0,1.0,2020-02-14
USSnohomishCountyWA,24,0,0,1.0,2020-02-15
USSnohomishCountyWA,25,0,0,1.0,2020-02-16
USSnohomishCountyWA,26,0,0,1.0,2020-02-17
USSnohomishCountyWA,27,0,0,1.0,2020-02-18
USSnohomishCountyWA,28,0,0,1.0,2020-02-19
USSnohomishCountyWA,29,0,0,1.0,2020-02-20
USSnohomishCountyWA,30,0,0,1.0,2020-02-21
USSnohomishCountyWA,31,0,0,1.0,2020-02-22
USSnohomishCountyWA,32,0,0,1.0,2020-02-23
USSnohomishCountyWA,33,0,0,1.0,2020-02-24
USSnohomishCountyWA,34,0,0,1.0,2020-02-25
USSnohomishCountyWA,35,0,0,1.0,2020-02-26
USSnohomishCountyWA,36,0,0,1.0,2020-02-27
USSnohomishCountyWA,37,0,0,1.0,2020-02-28
USSnohomishCountyWA,38,1,1,1.0,2020-02-29
USSnohomishCountyWA,39,2,1,2.0,2020-03-01
USSnohomishCountyWA,40,4,2,2.0,2020-03-02
USSnohomishCountyWA,41,6,2,1.5,2020-03-03
USSnohomishCountyWA,42,8,2,1.333,2020-03-04
USSnohomishCountyWA,43,18,10,2.25,2020-03-05
USSnohomishCountyWA,44,19,1,1.055,2020-03-06
USSnohomishCountyWA,45,27,8,1.421,2020-03-07
USSnohomishCountyWA,46,31,4,1.148,2020-03-08
USSnohomishCountyWA,47,31,0,1.0,2020-03-09
USSnohomishCountyWA,48,0,-31,0.0,2020-03-10
USSnohomishCountyWA,49,0,0,1.0,2020-03-11
USSnohomishCountyWA,50,0,0,1.0,2020-03-12
USSnohomishCountyWA,51,0,0,1.0,2020-03-13
USSnohomishCountyWA,52,0,0,1.0,2020-03-14
USSnohomishCountyWA,53,0,0,1.0,2020-03-15
USSnohomishCountyWA,54,0,0,1.0,2020-03-16
USSnohomishCountyWA,55,0,0,1.0,2020-03-17
USSnohomishCountyWA,56,0,0,1.0,2020-03-18
